Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,0.1uF,C_0603_1608Metric,140.725,-96.27,90,top
C2,0.1uF,C_0603_1608Metric,125.725,-96.27,270,top
D3,1N4148W,D_SOD-123,132.75,-80.5,0,top
D4,1N4148W,D_SOD-123,132.75,-87,180,top
Q1,MMBT3904,SOT-23,132.75,-96.27,90,top
R1,2M,R_0603_1608Metric,140.725,-103,270,top
R2,4.7K,R_0603_1608Metric,125.725,-103,90,top
R3,100K,R_0603_1608Metric,108,-96.27,90,top
R6,100K,R_0603_1608Metric,157.5,-96.27,90,top
